ct2010full,boro,count,pop0518,Pct_PrivVeh,medhhinc1,AADT1,frag_index
36047059402,Brooklyn,13,480,0.3579,68750,13422,-1.3206
36047059600,Brooklyn,2,202,0.3556,66172,13422,-2.3794
36047059800,Brooklyn,5,503,0.3852,65637,24367,-2.1765
36047060000,Brooklyn,4,663,0.3794,50433,21730,0.156
36047060600,Brooklyn,5,253,0.2241,26296,14216,-0.3385
36047060800,Brooklyn,6,397,0.3196,55400,141260,3.3391
36047061002,Brooklyn,0,442,0.3876,61080,6773,-0.4569
36047061003,Brooklyn,1,373,0.2149,46217,22467,0.0664
36047061004,Brooklyn,3,595,0.3499,21220,12341,2.2869
36047061200,Brooklyn,0,164,0.6254,67813,14205,-0.2328
36047061600,Brooklyn,5,195,0.454,89063,14205,-2.1575
36047062000,Brooklyn,1,272,0.5523,95909,14205,-2.5956
36047062200,Brooklyn,1,311,0.4709,52036,159664,2.3592
36047062600,Brooklyn,9,357,0.5251,41667,19884,-1.1869
36047062800,Brooklyn,4,815,0.6654,65313,19884,-4.1132
36047063200,Brooklyn,1,152,0.4901,53094,21395,-1.0238
36047063600,Brooklyn,1,195,0.5844,91136,6425,-4.3396
36047063800,Brooklyn,7,170,0.3503,72527,11823,-2.1022
36047064000,Brooklyn,0,295,0.5887,90833,13230,-4.3361
36047064200,Brooklyn,12,429,0.4452,60863,19343,-0.426
36047064400,Brooklyn,10,551,0.502,90714,13230,-1.7231
36047064600,Brooklyn,3,483,0.5096,79926,9222,-4.4438
36047064800,Brooklyn,1,398,0.4453,62232,9222,-3.3058
36047065000,Brooklyn,5,196,0.5416,66076,25533,-3.6516
36047065200,Brooklyn,7,219,0.538,97000,25533,-3.6086
36047065400,Brooklyn,1,288,0.6371,91667,6425,-5.1447
36047065600,Brooklyn,4,291,0.6348,92882,6425,-5.6965
36047065800,Brooklyn,2,249,0.5307,75417,21395,-3.8506
36047066000,Brooklyn,1,285,0.5529,80278,21395,-3.4186
36047066200,Brooklyn,6,205,0.5308,85066,21395,-3.7409
36047067000,Brooklyn,7,452,0.4847,62045,34545,-2.2779
36047067200,Brooklyn,11,281,0.4077,61840,25533,-4.4142
36047067400,Brooklyn,2,311,0.3817,72143,25533,-2.9953
36047067600,Brooklyn,4,274,0.3115,70708,17048,-3.4577
36047067800,Brooklyn,2,417,0.4925,79673,17048,-1.4352
36047068000,Brooklyn,2,368,0.4127,66000,16187,-3.7412
36047068200,Brooklyn,3,428,0.4491,79199,16187,-3.6666
36047068600,Brooklyn,3,219,0.4317,48542,24863,0.1357
36047068800,Brooklyn,2,261,0.5122,86563,11415,-3.4505
36047069000,Brooklyn,4,315,0.507,76250,23112,-4.5217
36047069200,Brooklyn,6,424,0.5733,83261,23112,-3.959
36047069601,Brooklyn,5,716,0.4774,48971,26570,-0.9477
36047069602,Brooklyn,9,1074,0.6952,93281,23112,-2.4329
36047069800,Brooklyn,9,215,0.6498,67391,44727,-3.5088
36047070000,Brooklyn,1,272,0.5145,58971,11621,-3.5739
36047070201,Brooklyn,2,1040,0.7632,52083,11621,-2.0052
36047070600,Brooklyn,2,353,0.7207,85069,166952,-4.5255
36047072000,Brooklyn,2,445,0.4332,64286,20990,-3.3457
36047072200,Brooklyn,16,362,0.2743,60333,21254,-3.4362
36047072400,Brooklyn,6,252,0.4113,81818,25785,-2.4136
36047072600,Brooklyn,12,302,0.4865,79183,18234,-4.8734
36047072800,Brooklyn,4,407,0.3463,51991,21254,-1.4357
36047073000,Brooklyn,4,263,0.398,84583,21254,-4.0065
36047073200,Brooklyn,1,302,0.383,71016,18234,-1.8604
36047073400,Brooklyn,4,316,0.4948,76971,7378,-4.8846
36047073600,Brooklyn,4,608,0.342,42264,31489,-0.917
36047073800,Brooklyn,11,644,0.4785,60859,31489,-2.925
36047074000,Brooklyn,6,688,0.3541,52669,26228,-2.4759
36047074200,Brooklyn,12,813,0.3592,75727,26228,-3.9746
36047074400,Brooklyn,7,794,0.6594,98269,20717,-4.515
36047074600,Brooklyn,5,435,0.5029,82188,20717,-2.8146
36047074800,Brooklyn,10,523,0.5129,54219,13241,-1.9522
36047075000,Brooklyn,4,720,0.4411,51912,13230,-1.3304
36047075200,Brooklyn,2,279,0.7717,72679,12501,-5.3957
36047075400,Brooklyn,1,363,0.5525,93472,13241,-4.2599
36047075600,Brooklyn,6,461,0.4281,66090,19343,-2.7127
36047075800,Brooklyn,1,376,0.4322,83015,20463,-3.0098
36047076000,Brooklyn,1,488,0.3384,45288,20463,-0.2677
36047076200,Brooklyn,5,741,0.2259,47519,25206,-0.8323
36047076400,Brooklyn,8,566,0.2195,50773,19752,-1.2365
36047076600,Brooklyn,3,359,0.2609,57773,19752,-0.7526
36047076800,Brooklyn,14,701,0.4107,51875,13241,-1.3646
36047077000,Brooklyn,8,387,0.2544,55264,20576,-0.923
36047077200,Brooklyn,18,618,0.405,56786,25206,-1.1597
36047077400,Brooklyn,8,486,0.2715,50463,29200,-0.1437
36047077600,Brooklyn,5,555,0.2006,57375,26228,-1.5574
36047078000,Brooklyn,3,355,0.5204,80996,12542,-4.6153
36047078200,Brooklyn,2,642,0.3842,48807,12144,-1.8106
36047078400,Brooklyn,6,379,0.4603,89688,12144,-2.7567
36047078600,Brooklyn,37,631,0.2651,40378,29200,-0.0033
36047078800,Brooklyn,16,655,0.1886,40202,29200,-0.9199
36047079000,Brooklyn,15,891,0.2078,41096,22957,-0.3424
36047079200,Brooklyn,12,862,0.1381,33932,22957,0.6011
36047079400,Brooklyn,28,363,0.2029,35082,22957,0.8842
36047079601,Brooklyn,7,633,0.1158,44138,24242,1.3478
36047079602,Brooklyn,4,777,0.2895,38243,23221,1.884
36047079801,Brooklyn,0,368,0.2134,52042,24242,0.214
36047079802,Brooklyn,16,723,0.1491,50917,24242,0.7791
36047080000,Brooklyn,5,531,0.1449,51520,14921,-0.9495
36047080200,Brooklyn,18,714,0.1573,42652,14921,0.0666
36047080400,Brooklyn,20,526,0.1209,32978,14015,2.7931
36047080600,Brooklyn,8,634,0.1568,41167,12144,-1.4732
36047081000,Brooklyn,13,366,0.1625,48239,12144,1.7455
36047081400,Brooklyn,23,405,0.2259,40993,19122,-1.1699
36047081600,Brooklyn,5,500,0.1517,45573,19122,-0.4453
36047081800,Brooklyn,16,682,0.1835,45556,19122,1.6611
36047082000,Brooklyn,16,928,0.1293,42458,19122,0.7721
36047082200,Brooklyn,17,1084,0.1054,39606,19122,0.923
36047082400,Brooklyn,18,814,0.2747,40938,13227,1.7975
36047082600,Brooklyn,10,935,0.2016,37708,12144,-0.6367
36047082800,Brooklyn,9,650,0.15310000000000001,51050,11825,0.2215
36047083000,Brooklyn,26,1084,0.1975,47403,12144,-1.0241
36047083200,Brooklyn,2,365,0.3725,63000,11825,-2.1481
36047083400,Brooklyn,4,236,0.2672,75819,11825,-3.1755
36047083600,Brooklyn,8,299,0.3578,54286,11305,-1.6522
36047083800,Brooklyn,2,306,0.3762,77667,11825,-4.6619
36047084000,Brooklyn,13,350,0.2558,52804,20221,-3.2766
36047084600,Brooklyn,10,276,0.3249,57125,25785,-0.9036
36047084800,Brooklyn,5,265,0.3329,51923,20221,-3.1671
36047085000,Brooklyn,7,195,0.3077,64831,20221,-3.9258
36047085400,Brooklyn,5,336,0.3437,40481,12144,-0.4723
36047085600,Brooklyn,18,570,0.2393,51875,13227,0.4323
36047085800,Brooklyn,6,401,0.2723,47670,13227,0.5737
36047086000,Brooklyn,32,633,0.302,40963,20221,-1.5298
36047086200,Brooklyn,5,518,0.2397,40385,20221,-0.3526
36047086400,Brooklyn,10,393,0.3763,62798,29409,-2.496
36047086600,Brooklyn,10,492,0.2968,42179,19122,0.6786
36047086800,Brooklyn,15,562,0.1785,40732,20221,1.7413
36047087000,Brooklyn,8,510,0.2713,35606,19122,-1.0591
36047087200,Brooklyn,1,440,0.2661,38604,19122,-0.7379
36047087401,Brooklyn,30,437,0.2357,25727,12076,1.1878
36047087600,Brooklyn,16,337,0.2955,39784,12076,-0.0109
36047087800,Brooklyn,11,423,0.2036,44375,19728,-0.2851
36047088000,Brooklyn,10,481,0.2854,55085,19728,-2.1551
36047088200,Brooklyn,12,1226,0.2772,45072,16612,0.8064
36047088400,Brooklyn,18,1004,0.2389,37446,12076,0.3067
36047088600,Brooklyn,22,723,0.2689,37420,23862,0.7889
36047088800,Brooklyn,21,720,0.1808,39049,29409,0.0198
36047089000,Brooklyn,33,1096,0.2095,29000,21792,2.0889
36047089200,Brooklyn,37,700,0.1025,22293,23862,1.2774
36047089400,Brooklyn,5,665,0.2827,41908,7812,-0.444
36047089600,Brooklyn,12,710,0.1077,34535,9329,3.154
36047089800,Brooklyn,16,429,0.2733,39028,1181,-0.0117
36047090000,Brooklyn,35,1270,0.1604,28154,23862,-0.9865
36047090200,Brooklyn,11,790,0.3853,46987,12134,-0.0222
36047090600,Brooklyn,22,1211,0.1849,18768,12134,-0.1566
36047090800,Brooklyn,18,981,0.0504,13235,12134,3.9181
36047091000,Brooklyn,21,1282,0.0793,11761,11648,0.4172
36047091200,Brooklyn,11,1738,0.2133,19427,12129,-0.3776
36047091600,Brooklyn,23,922,0.1819,27639,12129,0.0231
36047091800,Brooklyn,15,586,0.2402,31447,12129,-1.427
36047092000,Brooklyn,28,751,0.2352,33210,11648,-1.5933
36047092200,Brooklyn,22,483,0.2404,44375,44959,0.8405
36047092400,Brooklyn,39,666,0.3223,37991,12134,-0.3647
36047092800,Brooklyn,5,437,0.3795,50788,44959,-1.0533
36047093000,Brooklyn,8,357,0.3884,58289,20735,-1.7285
36047093200,Brooklyn,4,160,0.4909,77750,25785,-3.4328
36047093400,Brooklyn,8,309,0.3249,52379,26570,-1.6888
36047093600,Brooklyn,16,291,0.4147,78063,26570,-2.3403
36047093800,Brooklyn,3,386,0.3013,32868,25785,1.151
36047094401,Brooklyn,6,544,0.3477,59620,26570,-2.7424
36047094402,Brooklyn,8,660,0.2446,27650,26570,1.7171
36047094600,Brooklyn,17,272,0.4392,61750,26570,-0.9841
36047095000,Brooklyn,9,449,0.4639,73750,26570,-4.0106
36047095400,Brooklyn,8,800,0.3955,64143,15659,-3.0061
36047095600,Brooklyn,21,727,0.3137,65944,20990,-2.696
36047095800,Brooklyn,4,637,0.3707,70378,15659,-3.5852
36047096200,Brooklyn,5,309,0.3722,67063,20735,-1.2985
36047096400,Brooklyn,17,409,0.4973,51563,20735,-2.3849
36047096600,Brooklyn,6,395,0.4461,74345,27322,-2.8925
36047096800,Brooklyn,9,283,0.3651,59417,14627,-3.6384
36047097000,Brooklyn,6,353,0.4734,75781,16593,-1.3658
36047097400,Brooklyn,16,446,0.3677,65339,14627,-2.2312
36047098200,Brooklyn,13,1031,0.1371,21156,8372,-1.0262
36047098400,Brooklyn,3,372,0.434,82625,25692,-1.8631
36047098600,Brooklyn,6,455,0.3719,66633,25692,-3.8368
36047098800,Brooklyn,7,455,0.3556,53854,27322,-0.635
36047099000,Brooklyn,10,281,0.4859,58681,27322,-1.6883
36047099200,Brooklyn,6,336,0.3365,68523,20735,-3.6186
36047099400,Brooklyn,7,401,0.4881,67019,5439,-2.5626
36047099600,Brooklyn,9,669,0.4719,77611,15306,-2.4206
36047099800,Brooklyn,5,683,0.5116,67569,26570,-1.0736
36047100400,Brooklyn,2,446,0.3866,68953,15306,-1.9938
36047100600,Brooklyn,3,453,0.412,59000,5744,-2.0732
36047100800,Brooklyn,16,398,0.5123,59375,20735,-3.3616
36047101000,Brooklyn,9,482,0.4416,61033,27322,-2.4561
36047101200,Brooklyn,4,356,0.4531,64811,27322,-2.5251
36047101400,Brooklyn,1,373,0.5021,70833,5744,-2.3756
36047101600,Brooklyn,0,262,0.5056,97679,8372,-4.6779
36047101800,Brooklyn,1,306,0.5614,85388,25692,-1.3869
36047102000,Brooklyn,2,340,0.5492,94405,5744,-3.5368
36047102200,Brooklyn,1,376,0.535,53984,27322,-3.0565
36047102400,Brooklyn,4,416,0.4894,57533,27322,-2.2139
36047102600,Brooklyn,4,496,0.3375,69574,15306,-3.0113
36047102800,Brooklyn,15,309,0.4634,70924,166952,-3.2394
36047103400,Brooklyn,0,906,0.2419,17092,142051,1.1741
36047105801,Brooklyn,2,1025,0.2955,27552,34744,0.7493
36047105804,Brooklyn,13,964,0.4002,27724,25692,0.7689
36047107000,Brooklyn,4,53,0.3289,66563,142051,1.4089
36047107800,Brooklyn,6,513,0.4199,60319,9648,-0.6265
36047109800,Brooklyn,10,424,0.3545,45714,44959,1.362
36047110400,Brooklyn,46,925,0.1889,34462,44959,0.6611
36047110600,Brooklyn,15,1018,0.282,27846,6756,-0.2963
36047111000,Brooklyn,9,704,0.2169,20675,32849,0.274
36047111600,Brooklyn,11,704,0.1858,36463,32849,1.454
36047111800,Brooklyn,9,713,0.1868,30564,11888,4.1791
36047112000,Brooklyn,12,595,0.1627,26719,7324,0.017
36047112200,Brooklyn,30,688,0.1654,29950,7324,-1.6394
36047112400,Brooklyn,11,737,0.1704,40580,3616,-0.3153
36047112600,Brooklyn,32,824,0.2898,38902,30055,-0.1424
36047112800,Brooklyn,28,733,0.1558,38235,30055,-0.0433
36047113000,Brooklyn,15,858,0.2691,28500,7324,-1.4418
36047113200,Brooklyn,10,388,0.2467,53587,7324,-3.1669
36047113400,Brooklyn,12,720,0.1148,17308,6816,1.2103
36047114201,Brooklyn,3,269,0.4634,37048,70707,-1.6694
36047114202,Brooklyn,1,599,0.4221,36333,9944,0.9711
36047114400,Brooklyn,16,540,0.1534,24333,42945,0.8263
36047114600,Brooklyn,9,584,0.3352,31477,13165,-2.0628
36047115000,Brooklyn,9,635,0.3759,33438,7284,1.2815
36047115200,Brooklyn,6,766,0.2851,27155,7284,-0.519
36047115600,Brooklyn,24,1042,0.2446,14154,30055,-0.3873
36047115800,Brooklyn,21,627,0.283,43806,4799,0.1332
36047116000,Brooklyn,12,539,0.2261,24766,4799,1.0362
36047116200,Brooklyn,4,428,0.4078,46463,4799,-1.2944
36047116400,Brooklyn,8,583,0.3215,38137,4799,-0.7786
36047116600,Brooklyn,22,680,0.2258,30060,7284,2.2779
36047116800,Brooklyn,6,432,0.1546,26921,45518,2.9231
36047117000,Brooklyn,13,401,0.1198,37463,45518,-0.6992
36047117201,Brooklyn,9,521,0.279,48897,13165,-2.7746
36047117202,Brooklyn,11,827,0.1979,45938,9382,1.179
36047117400,Brooklyn,13,961,0.2525,49472,13165,0.7368
36047117601,Brooklyn,6,570,0.2402,43000,13165,-0.5369
36047117602,Brooklyn,2,665,0.2073,31543,13790,0.6264
36047117800,Brooklyn,6,364,0.2335,36555,39819,-0.7112
36047118201,Brooklyn,8,647,0.1608,35789,13790,0.3232
36047118202,Brooklyn,9,633,0.231,43385,13790,0.7027
36047118400,Brooklyn,5,1051,0.219,47204,7576,1.2749
36047118600,Brooklyn,9,611,0.1913,42446,21100,0.1707
36047118800,Brooklyn,15,1030,0.1359,26962,6431,0.3476
36047119000,Brooklyn,20,486,0.1792,31926,48734,-1.7769
36047119200,Brooklyn,14,658,0.2834,29087,45518,2.2139
36047119400,Brooklyn,27,833,0.2307,37981,4799,1.6753
36047119600,Brooklyn,16,1118,0.2402,33043,21100,1.5712
36047119800,Brooklyn,21,698,0.2092,37938,58488,-0.8669
36047120000,Brooklyn,4,419,0.1625,31599,7576,1.7767
36047120200,Brooklyn,6,448,0.3443,46944,48734,-2.5934
36047120800,Brooklyn,16,1828,0.1591,33991,4799,0.9843
36047121000,Brooklyn,6,966,0.0738,16943,11888,-0.675
36047121400,Brooklyn,11,1135,0.1549,17839,32849,-0.5041
36047122000,Brooklyn,8,1312,0.2839,38665,49003,0.9947
36047123700,Brooklyn,27,1970,0.1396,29328,18970,-1.2639
36047150200,Brooklyn,5,326,0.2366,99637,105184,-2.654
36047152200,Brooklyn,6,542,0.2929,88750,14194,-3.5803
36061000201,Manhattan,1,544,0.1899,23036,122289,1.2368
36061000202,Manhattan,5,943,0.1325,29418,122289,0.2296
36061000600,Manhattan,8,1543,0.1333,18944,122289,0.6768
36061000700,Manhattan,0,197,0.0279,114519,45854,6.9308
36061000800,Manhattan,8,1159,0.1678,24366,122289,0.9335
36061000900,Manhattan,1,23,0.119,170455,45854,11.3166
36061001001,Manhattan,0,172,0.1126,83259,122289,-0.803
36061001002,Manhattan,1,1273,0.1137,17972,145292,1.0697
36061001200,Manhattan,2,348,0.1135,42219,84543,1.1931
36061001300,Manhattan,3,124,0.0403,122031,58373,9.0198
36061001401,Manhattan,2,253,0.0848,78300,13567,-0.8075
36061001402,Manhattan,8,286,0.0439,26648,84543,2.8506
36061001501,Manhattan,6,333,0.0439,75769,136425,3.4629
36061001502,Manhattan,3,215,0.022,134435,45854,7.7436
36061001600,Manhattan,41,858,0.0967,30294,57701,1.5311
36061001800,Manhattan,17,823,0.0616,48243,45397,3.8651
36061002000,Manhattan,3,848,0.0667,17481,145292,0.0141
36061002100,Manhattan,7,569,0.0671,232266,58373,0.7471
36061002201,Manhattan,11,810,0.063,38235,30331,1.4432
36061002202,Manhattan,3,120,0.0252,76250,7953,3.1859
36061002400,Manhattan,2,1027,0.0749,25467,145292,2.002
36061002500,Manhattan,5,795,0.0501,16333,122289,-0.18
36061002601,Manhattan,6,431,0.0807,44118,7953,1.2171
36061002602,Manhattan,4,359,0.0579,72575,7953,0.6045
36061002700,Manhattan,11,116,0.0296,46696,13567,1.7432
36061002800,Manhattan,6,842,0.1168,34612,16118,1.6933
36061002900,Manhattan,11,419,0.0332,35441,136425,3.7874
36061003001,Manhattan,9,229,0.0161,71641,30331,5.2092
36061003002,Manhattan,4,186,0.0408,46641,22656,2.6366
36061003100,Manhattan,6,80,0.0789,164225,37101,8.0247
36061003200,Manhattan,6,365,0.0085,67318,22314,4.0802
36061003300,Manhattan,5,567,0.0762,219554,84433,2.2561
36061003400,Manhattan,16,272,0.0538,72009,22314,5.3493
36061003601,Manhattan,4,297,0.0411,45532,30331,2.7972
36061003602,Manhattan,2,106,0.072,68359,28935,6.9785
36061003700,Manhattan,6,163,0.0508,100093,84433,4.4286
36061003800,Manhattan,6,301,0.0504,62768,37201,6.353
36061003900,Manhattan,1,702,0.0802,118299,84433,3.6964
36061004000,Manhattan,18,218,0.0245,91235,37201,5.4296
36061004100,Manhattan,15,615,0.0444,53148,41995,3.1756
36061004200,Manhattan,3,135,0.0305,141921,37201,9.3696
36061004300,Manhattan,4,250,0.0767,79345,30331,4.2667
36061004400,Manhattan,1,1016,0.0726,92267,145292,3.9232
36061004500,Manhattan,3,112,0.0269,139955,37101,3.1352
36061004700,Manhattan,8,179,0.0984,83125,37101,4.7508
36061004800,Manhattan,2,289,0.0474,105427,37201,4.7722
36061004900,Manhattan,8,286,0.0804,100851,32423,4.4027
36061005000,Manhattan,12,233,0.0811,105449,11901,5.0187
36061005200,Manhattan,9,195,0.0599,169922,30969,4.3927
36061005400,Manhattan,1,214,0.0968,145250,32423,2.9308
36061005501,Manhattan,2,308,0.0613,117679,28081,4.251
36061005502,Manhattan,3,122,0.0576,122500,28081,2.0082
36061005600,Manhattan,8,135,0.0865,108482,39616,6.9812
36061005700,Manhattan,5,153,0.1364,146957,19330,2.6071
36061005800,Manhattan,7,129,0.071,145875,32423,7.8256
36061005900,Manhattan,3,271,0.044,125799,18753,3.6285
36061006000,Manhattan,2,295,0.1185,107014,134223,4.9593
36061006100,Manhattan,7,207,0.1095,106607,30894,7.2231
36061006200,Manhattan,4,238,0.0642,100293,142638,5.7393
36061006300,Manhattan,13,374,0.0788,104940,32423,4.7088
36061006400,Manhattan,11,363,0.0541,91461,37201,5.0945
36061006500,Manhattan,3,157,0.0198,82356,32423,8.2726
36061006600,Manhattan,6,649,0.0684,67267,37201,3.5938
36061006700,Manhattan,3,222,0.0592,88988,32423,7.0501
36061006800,Manhattan,10,195,0.0318,104252,21488,6.804
36061006900,Manhattan,4,163,0.076,164773,58373,4.6175
36061007000,Manhattan,6,327,0.0381,92125,37201,6.2884
36061007100,Manhattan,1,199,0.044,128813,32423,4.6208
36061007200,Manhattan,5,219,0.0212,104583,24647,7.9349
36061007300,Manhattan,3,234,0.0243,95509,30444,5.9981
36061007400,Manhattan,2,91,0.0514,123654,39616,9.0858
36061007500,Manhattan,2,309,0.0484,112885,58373,2.6378
36061007600,Manhattan,11,79,0.0607,90417,32423,8.4767
36061007700,Manhattan,4,263,0.062,115577,30444,5.8593
36061007800,Manhattan,0,334,0.0409,126316,78630,5.8489
36061007900,Manhattan,1,290,0.0216,115588,70833,3.8121
36061008000,Manhattan,4,202,0.0512,99821,37201,5.3286
36061008100,Manhattan,0,418,0.052,104957,32423,3.6912
36061008200,Manhattan,9,126,0.0963,110793,18753,6.6177
36061008300,Manhattan,6,384,0.0626,67578,27470,3.8247
36061008400,Manhattan,3,49,0.0524,126250,32423,9.1626
36061008601,Manhattan,0,147,0.084,141367,142638,4.9592
36061008603,Manhattan,1,280,0.1495,148080,114831,5.1145
36061008700,Manhattan,5,251,0.0375,110261,30444,4.4605
36061008800,Manhattan,1,217,0.0615,94903,45373,6.3012
36061008900,Manhattan,3,359,0.0914,87802,27470,5.0075
36061009000,Manhattan,2,287,0.0428,122769,45373,8.0355
36061009100,Manhattan,9,250,0.0374,109414,30444,3.687
36061009200,Manhattan,3,47,0.0422,109306,37201,8.2229
36061009300,Manhattan,3,606,0.0209,82404,27470,3.0559
36061009500,Manhattan,5,112,0.026,152688,29423,7.7322
36061009700,Manhattan,3,456,0.0814,46007,27470,1.4369
36061009800,Manhattan,2,281,0.0699,110735,45373,4.4484
36061009900,Manhattan,11,96,0.048,127152,76710,7.035
36061010000,Manhattan,4,77,0.1104,108542,37201,6.6127
36061010100,Manhattan,14,23,0.058,143750,32423,10.5874
36061010300,Manhattan,4,35,0.0581,87264,32684,6.5236
36061010400,Manhattan,3,23,0.0841,107875,32423,7.8503
36061010601,Manhattan,0,426,0.1348,126933,20669,1.4868
36061010602,Manhattan,2,398,0.089,117885,137077,4.7916
36061010800,Manhattan,9,405,0.1506,105060,72768,5.7688
36061010900,Manhattan,7,6,0,132500,29870,6.867
36061011000,Manhattan,4,347,0.0631,104583,100896,6.1054
36061011100,Manhattan,1,149,0.0347,98107,32684,7.2134
36061011201,Manhattan,1,55,0.0277,225250,32423,11.9678
36061011202,Manhattan,9,36,0.0889,153594,28576,18.672
36061011203,Manhattan,3,81,0.0573,117059,37201,9.2137
36061011401,Manhattan,3,101,0.0444,179183,28576,12.101
36061011402,Manhattan,3,154,0.1049,147125,32082,5.9518
36061011500,Manhattan,6,77,0.012,73021,104196,9.1522
36061011600,Manhattan,2,136,0.0611,70203,137077,7.8806
36061011700,Manhattan,2,181,0.0416,106226,104196,6.5588
36061011800,Manhattan,10,586,0.0978,108736,37201,4.2644
36061012000,Manhattan,7,370,0.1022,142156,40667,5.0668
36061012100,Manhattan,5,379,0.0552,62866,32684,6.172
36061012200,Manhattan,0,333,0.1488,156500,18753,7.5069
36061012400,Manhattan,3,602,0.0831,119808,137077,5.8459
36061012500,Manhattan,6,81,0.0731,144097,29870,11.4187
36061012600,Manhattan,2,853,0.0665,101107,37201,5.0742
36061012700,Manhattan,16,375,0.0783,67369,32684,4.948
36061012800,Manhattan,4,769,0.1001,164830,40667,1.3844
36061012900,Manhattan,8,264,0.0701,106625,102523,6.7619
36061013000,Manhattan,3,532,0.2975,217070,18753,3.7104
36061013100,Manhattan,11,66,0.0438,87813,29870,9.2598
36061013200,Manhattan,12,769,0.1245,77589,137077,4.3939
36061013300,Manhattan,7,225,0.0393,82123,32684,8.5796
36061013400,Manhattan,9,702,0.0594,97600,37201,4.0466
36061013500,Manhattan,6,580,0.1084,61484,104119,5.7121
36061013600,Manhattan,7,1402,0.0964,107343,137077,3.4469
36061013700,Manhattan,7,268,0.0614,128969,32423,7.9015
36061013800,Manhattan,1,768,0.0689,108165,37201,4.5393
36061013900,Manhattan,13,251,0.0568,82296,32684,8.0726
36061014000,Manhattan,6,1015,0.0669,131964,24418,2.2732
36061014200,Manhattan,4,681,0.2006,225208,24630,4.4441
36061014401,Manhattan,1,510,0.1097,118125,26765,2.0378
36061014402,Manhattan,5,616,0.0947,109934,137077,1.9766
36061014500,Manhattan,2,224,0.0428,162576,32684,8.7413
36061014601,Manhattan,7,213,0.0538,114792,26251,4.9899
36061014602,Manhattan,3,484,0.0591,93420,26251,5.0966
36061014700,Manhattan,3,122,0.0693,121414,4767,6.5404
36061014801,Manhattan,1,357,0.0979,149875,24418,2.1386
36061014802,Manhattan,8,867,0.0868,112237,24418,2.2304
36061014900,Manhattan,6,350,0.1255,158679,30107,5.0382
36061015001,Manhattan,2,357,0.1279,155536,18753,0.9606
36061015002,Manhattan,1,884,0.0809,160379,18753,0.4308
36061015100,Manhattan,8,880,0.0367,62889,104119,5.8277
36061015200,Manhattan,8,818,0.1076,67065,176420,2.5607
36061015300,Manhattan,3,672,0.055,120889,30107,4.3886
36061015400,Manhattan,2,947,0.1011,83767,23217,1.8737
36061015500,Manhattan,1,727,0.1016,118315,104119,2.2436
36061015601,Manhattan,4,263,0.1223,87363,26526,4.3368
36061015602,Manhattan,8,314,0.061,45592,23217,3.0368
36061015700,Manhattan,3,742,0.053,124666,30107,5.0241
36061015801,Manhattan,5,631,0.0645,140625,22143,2.7628
36061015802,Manhattan,4,175,0.051,97467,12885,5.9986
36061015900,Manhattan,6,819,0.0422,128125,104119,3.8125
36061016001,Manhattan,5,692,0.1672,182917,21188,0.028
36061016002,Manhattan,0,354,0.052,106471,21188,2.3057
36061016100,Manhattan,5,470,0.0865,130189,20038,4.5536
36061016200,Manhattan,11,1719,0.1358,24063,176420,1.8892
36061016300,Manhattan,2,532,0.0577,115911,128817,3.3876
36061016400,Manhattan,15,1163,0.0949,33792,22824,1.9876
36061016500,Manhattan,6,556,0.056,133992,20038,2.8028
36061016600,Manhattan,15,1123,0.0541,37959,12885,3.0878
36061016700,Manhattan,13,647,0.0558,108971,128817,3.1622
36061016800,Manhattan,16,846,0.1091,26069,18753,2.3579
36061016900,Manhattan,9,712,0.0248,92019,20038,4.9563
36061017000,Manhattan,26,1084,0.0443,32024,22824,1.9801
36061017100,Manhattan,9,939,0.0876,108538,128817,1.7351
36061017200,Manhattan,25,955,0.0557,34412,12885,1.6004
36061017300,Manhattan,3,878,0.1085,109283,20038,3.4256
36061017401,Manhattan,17,906,0.1039,20607,18753,2.3668
36061017402,Manhattan,1,344,0.0718,45516,18753,1.8187
36061017500,Manhattan,5,1298,0.0705,130179,128817,3.3959
36061017700,Manhattan,7,1025,0.1143,67958,20038,1.8741
36061017800,Manhattan,22,596,0.0425,30023,176420,2.1208
36061017900,Manhattan,11,950,0.0712,76506,128817,3.5211
36061018000,Manhattan,16,1386,0.0676,26578,22824,1.4829
36061018100,Manhattan,3,793,0.0864,71927,20038,2.2209
36061018200,Manhattan,23,1257,0.0374,22813,17256,2.4789
36061018300,Manhattan,16,647,0.085,87072,134896,3.7403
36061018400,Manhattan,8,1498,0.1183,25274,18753,1.7927
36061018500,Manhattan,7,218,0.0595,105032,20038,3
36061018600,Manhattan,4,1080,0.0128,23044,15215,0.8435
36061018700,Manhattan,4,1107,0.1296,97135,134896,2.9388
36061018800,Manhattan,25,993,0.0782,29194,22824,2.7743
36061018900,Manhattan,16,1486,0.068,33175,20038,1.9573
36061019000,Manhattan,17,479,0.1194,56432,18912,2.1982
36061019100,Manhattan,5,982,0.0722,89063,134896,2.4935
36061019200,Manhattan,0,834,0.0715,16836,176420,-0.3843
36061019300,Manhattan,13,1005,0.0497,34656,20038,2.7358
36061019400,Manhattan,16,1246,0.0874,22109,22824,1.4402
36061019500,Manhattan,9,837,0.0684,102734,134896,2.5074
36061019600,Manhattan,27,588,0.0566,17254,19317,2.7812
