census_tract,ped_injury_5to18,youth_pop_5to18,commute_priv_vehicle,med_hhincome,avg_ann_daily_traffic,fragment_index
36047021700,5,510,0.146599777,60335,35457,2.387778912
36047021800,5,1065,0.335621663,32150,18257,-3.212555709
36047021900,13,371,0.148019802,50333,35457,1.229631801
36047022000,23,1318,0.216773276,30000,18257,-1.411274779
36047022100,4,419,0.098609904,44222,40283,1.840308653
36047022200,18,1289,0.181551977,30515,18257,0.494609468
36047022400,21,1716,0.275238095,38105,18257,-2.267636475
36047022600,4,535,0.217438105,43348,27531,-2.265829665
36047022700,25,495,0.111305361,50465,13165,2.959995039
36047022800,8,922,0.234079174,35089,14638,-1.189336478
36047022900,4,373,0.118525896,61250,19168,1.293096322
36047023000,20,1299,0.20385514,31061,10466,-1.710490158
36047023100,8,258,0.110341415,75090,7519,2.65363279
36047023200,15,1679,0.257173795,30574,10466,-1.468432604
36047023300,4,934,0.090549233,38566,19168,1.406360988
36047023400,20,1188,0.294360385,25804,10466,-2.337029097
36047023500,14,721,0.216999356,47670,18970,0.487987332
36047023600,9,1149,0.201535509,25466,10466,-1.474405661
36047023800,8,1068,0.253698225,29814,10466,-1.927396919
36047024000,10,1002,0.268987342,26327,10466,-0.028686757
36047024100,6,168,0.129752066,60250,19168,4.78096162
36047024200,9,774,0.381100727,39219,10542,-2.962895515
36047024300,9,452,0.090793381,54801,19168,1.391168615
36047024400,7,858,0.286262471,40855,10646,-1.16379462
36047024500,7,590,0.156818182,50093,19168,1.738826719
36047024600,5,702,0.376304024,44489,10542,-3.148469426
36047024700,11,349,0.1179941,43333,19168,3.495842582
36047024800,3,439,0.2408,47935,10646,-2.277894685
36047024900,12,532,0.126688402,51782,12788,5.140480337
36047025000,6,248,0.319832402,39848,27091,-2.091302976
36047025100,5,733,0.125220459,30603,12788,2.681679985
36047025200,8,636,0.275566966,48161,25577,-1.060980412
36047025300,11,356,0.113367174,43098,12788,4.54705117
36047025400,4,554,0.303194696,48688,23437,-1.877035265
36047025500,3,1194,0.058928571,22560,10655,-1.019847663
36047025600,7,435,0.22172949,44940,7645,-2.884948397
36047025700,16,402,0.285986654,57721,10655,0.961188851
36047025800,8,700,0.251079914,45484,7645,-1.734121798
36047025901,19,402,0.109874826,33571,7531,3.478454683
36047025902,4,873,0.121069182,18715,10655,-1.307153996
36047026000,6,517,0.208724832,44266,11319,-0.727175414
36047026100,7,854,0.14792176,34167,7531,3.263401185
36047026200,1,357,0.268211921,56563,7069,-2.506079923
36047026300,2,295,0.181384248,39286,7531,1.546580096
36047026400,7,637,0.243902439,45696,11054,-1.294342061
36047026500,18,730,0.154993515,38558,7531,3.248686527
36047026600,6,558,0.336159903,60214,19448,-2.156649906
36047026700,7,551,0.204241071,46000,7531,4.040411535
36047026800,3,650,0.322066327,42340,11054,-0.546188821
36047026900,11,376,0.189986283,54653,7531,1.326542288
36047027000,7,403,0.345588235,33663,19448,1.521679376
36047027100,49,453,0.112598425,36667,13165,0.794426502
36047027200,4,595,0.297899427,49700,7645,-1.080855482
36047027300,1,409,0.228285078,34545,9585,0.398606088
36047027400,10,450,0.274209012,40383,11319,-1.382104532
36047027500,4,586,0.232617587,57357,9585,2.936606864
36047027600,5,561,0.145823274,45587,11319,-0.968407215
36047027700,27,842,0.228773585,31250,9585,2.050230368
36047027800,8,436,0.136242208,44333,39592,-0.595695707
36047027900,7,646,0.287456446,59410,9585,0.727341791
36047028000,0,217,0.331168831,64453,140015,-1.244219055
36047028100,16,936,0.117431193,26081,9585,1.970832183
36047028200,2,361,0.243553009,41480,140015,0.351284026
36047028300,10,835,0.133484163,25652,9585,2.942618344
36047028400,5,585,0.243589744,44263,39592,-0.685756284
36047028501,16,83,0,97083,11637,-0.560500789
36047028502,6,594,0.138121547,20000,11637,0.055956283
36047028600,2,618,0.288127173,49003,140015,0.856787132
36047028700,13,507,0.210848644,22232,11637,2.337683336
36047028800,8,483,0.232698962,40428,39592,-0.443776901
36047028900,13,676,0.120209059,25840,11637,2.33430499
36047029000,9,592,0.273252759,49435,39592,-0.871355283
36047029100,11,539,0.181747873,40093,11140,3.562468499
36047029200,4,384,0.23536036,36644,140015,0.154217986
36047029300,19,521,0.084145261,30181,11140,1.134276909
36047029400,12,234,0.200684151,50724,142850,-0.24779691
36047029500,11,533,0.184235977,57181,11140,1.720189292
36047029600,13,851,0.298631476,37105,39592,-0.185875093
36047029700,13,555,0.221542228,51410,13165,0.907350991
36047029800,12,572,0.322834646,51363,10890,-0.867731285
36047029900,17,556,0.122630992,24410,13165,1.150170251
36047030000,15,625,0.296615793,47552,10225,-0.361861832
36047030100,37,538,0.258094357,48688,13165,-0.163411833
36047030200,2,568,0.296080508,53892,8207,-2.787877169
36047030300,31,1002,0.216951297,24643,41210,1.081270918
36047030400,14,640,0.24434942,41588,142850,-0.539520522
36047030500,8,569,0.077974978,55050,40283,2.808619687
36047030600,4,299,0.439735099,39936,6866,-2.57983569
36047030700,6,940,0.219350074,25606,41210,1.026740041
36047030800,3,226,0.335609756,57500,134413,-2.58159167
36047030900,12,385,0.188442211,29909,41210,0.321755967
36047031100,12,564,0.200930233,40938,38795,2.748218834
36047031300,6,579,0.19666145,35660,38795,2.566547858
36047031400,5,542,0.350943396,42022,153759,-1.155427236
36047031500,19,721,0.102314251,49353,53588,3.054799634
36047031701,6,506,0.177222222,40833,13057,3.986345499
36047031702,15,431,0.100416474,46406,42934,0.470923994
36047031900,2,644,0.188792528,42292,14015,0.412576758
36047032100,13,753,0.113944223,36798,14921,0.548661669
36047032300,16,513,0.108707409,47972,14921,0.935134619
36047032500,9,1058,0.233908427,39807,13118,0.59906789
36047032600,25,1571,0.287384316,22493,31160,0.535548338
36047032700,38,397,0.216080402,51419,27432,1.653844326
36047032800,17,560,0.272116461,39805,14421,0.825743884
36047032900,9,870,0.255718207,51014,15374,0.679401224
36047033000,12,990,0.24921875,20705,14421,0.373578137
36047033100,15,904,0.183352736,37500,15374,0.718148699
36047033300,7,906,0.224446033,45288,12144,-0.997922237
36047033500,4,646,0.269780744,57260,12144,-2.254635922
36047033600,3,770,0.570271833,56818,14421,1.12377578
36047033700,17,716,0.191515152,41830,39698,0.615719022
36047033900,6,644,0.158224543,42895,12144,1.239132461
36047034000,3,271,0.197674419,19022,7262,-0.521418536
36047034100,3,352,0.219101124,49583,12144,0.824903168
36047034200,13,1190,0.278852568,15167,9749,1.955493554
36047034300,10,1157,0.188292094,25494,8118,2.211704539
36047034500,12,445,0.228346457,31500,10800,1.708542652
36047034700,15,635,0.2,27524,10800,2.302574757
36047034800,18,503,0.183513248,36563,153759,0.413891918
36047034900,20,974,0.133363886,30817,40403,0.510358329
36047035000,6,313,0.320816327,30879,14987,-0.37104364
36047035100,57,832,0.11638796,24500,40403,0.073047793
36047035200,13,57,0.094736842,11641,13607,6.21178261
36047035300,29,1039,0.163879599,37064,39698,2.87983571
36047035400,20,452,0.311986864,47740,153759,-2.395183832
36047035500,24,855,0.194197473,32483,19728,1.105595643
36047035601,14,192,0.373195876,31795,14987,0.269706468
36047035602,2,375,0.337066069,33558,8610,1.035407566
36047035700,31,604,0.136762861,21384,40403,0.37470539
36047035900,25,1271,0.166218397,30685,40403,0.420340569
36047036001,2,170,0.207253886,25030,25092,1.586985729
36047036002,5,222,0.146464646,16477,11172,2.447493339
36047036100,10,534,0.135723431,23500,37191,2.778366089
36047036200,3,638,0.16273393,27930,25092,3.719770694
36047036300,24,884,0.178816199,28706,37191,2.149755421
36047036400,9,338,0.216527197,37795,25092,2.488014345
36047036501,8,515,0.198453608,40526,41210,1.601336671
36047036502,5,201,0.310231023,37708,41210,4.80162081
36047036600,5,725,0.247885491,33951,153759,0.658945826
36047036700,7,282,0.264150943,40679,13165,-1.07389852
36047036900,31,1058,0.131655939,30000,32696,1.922394378
36047037000,10,552,0.42774844,66993,54613,-0.660548996
36047037100,19,872,0.39025641,44617,12932,-1.860396207
36047037300,14,714,0.285714286,30426,12932,1.184948542
36047037401,9,469,0.282970551,52083,13228,-0.632365284
36047037402,7,469,0.354251012,26445,13228,1.621238667
36047037500,11,566,0.175588865,43942,11637,1.205195954
36047037700,10,590,0.273356401,47093,9759,0.406418402
36047037900,9,706,0.269058296,41154,9759,1.688313917
36047038100,23,959,0.289251208,23664,13165,0.866435846
36047038200,9,1276,0.237215034,16888,13095,-1.09434547
36047038300,18,683,0.155906265,57835,11140,2.99852208
36047038500,29,672,0.231586402,38333,11140,3.464596784
36047038600,4,535,0.42867036,43603,13095,-1.787329022
36047038700,16,697,0.110518293,29882,11637,1.380998945
36047038800,3,581,0.496199032,47616,6037,-1.605544054
36047038900,12,420,0.128423615,43326,24573,-0.570636904
36047039000,5,417,0.449258837,45320,54613,-1.308718244
36047039100,3,440,0.173945783,37841,24573,0.028861467
36047039200,9,496,0.46761658,35550,54613,-0.441763284
36047039300,12,517,0.181770005,54583,24366,0.711318939
36047039400,15,491,0.338521401,44722,40371,-0.579463847
36047039500,10,519,0.155479452,25842,26140,2.453187219
36047039600,2,506,0.380403458,45765,9851,-0.361601704
36047039700,7,608,0.101341282,35160,26140,1.653795787
36047039800,8,406,0.261130137,44808,9851,-0.838293715
36047039900,19,792,0.265098538,39233,26140,2.312311159
36047040000,3,402,0.225641026,43690,9851,-1.142968926
36047040100,17,604,0.09632107,42052,26140,1.027902135
36047040200,10,401,0.197540984,40978,13095,-1.961881643
36047040300,6,666,0.220919748,26566,26140,1.347249264
36047040400,7,352,0.236047575,39461,19448,-0.646145754
36047040500,2,297,0.19550173,50179,47261,1.513729971
36047040600,3,423,0.275985663,45486,9598,-1.061942641
36047040800,3,548,0.34184514,45511,9598,-1.232896745
36047040900,8,751,0.095844504,34547,9321,-0.65651046
36047041000,2,202,0.349453978,47424,9598,-1.643904846
36047041100,10,613,0.223628692,35632,9321,0.930561247
36047041200,9,421,0.192209992,47371,10801,-0.508771675
36047041300,5,766,0.152317881,38350,6875,0.177745145
36047041401,6,243,0.389328063,48750,10801,-2.548899508
36047041402,6,210,0.37745975,31063,10801,1.177841865
36047041500,12,912,0.117768595,51386,6875,-0.137292375
36047041600,4,516,0.293598234,44679,40371,-2.732284964
36047041700,7,709,0.061056106,27552,7140,1.828614834
36047041800,6,478,0.423698384,24984,43892,1.980600922
36047041900,9,779,0.234924623,37763,6875,0.378209244
36047042000,8,485,0.3125,50000,43892,-1.868073782
36047042100,12,726,0.122018857,32864,8720,2.823044824
36047042200,18,723,0.366056572,60250,18782,-0.270292768
36047042300,9,729,0.119099177,45648,8720,1.407166007
36047042400,5,541,0.195843829,41977,18782,0.404719961
36047042500,7,559,0.156862745,42309,12419,1.803394437
36047042600,12,659,0.346835443,45878,11165,-1.458458117
36047042700,7,863,0.064930784,45115,12419,-0.34006943
36047042800,0,479,0.295912493,49511,19448,-1.290824398
36047042900,16,987,0.106545961,44894,4960,1.180718148
36047043000,14,423,0.158741259,40771,19448,0.226734554
36047043100,36,912,0.07080292,35867,8720,0.023214626
36047043200,6,560,0.218223235,42462,21850,-2.380301542
36047043300,33,815,0.12596097,32883,8720,-0.598011794
36047043400,5,444,0.222060958,44375,23245,0.455746504
36047043500,17,921,0.118778754,41990,4463,0.185342085
36047043600,9,549,0.258800198,42204,23245,-1.094987485
36047043700,16,908,0.16361465,43316,4463,0.153727841
36047043800,6,420,0.306435138,38542,23245,-0.207459926
36047043900,9,661,0.175352544,38582,15431,-0.632937683
36047044000,4,572,0.366666667,46000,43892,-1.172118618
36047044100,4,918,0.12985029,45049,8720,-0.182683569
36047044200,7,562,0.353515625,45781,43892,-3.167595613
36047044300,10,945,0.180171885,52222,8406,1.735923635
36047044400,8,580,0.304541407,47794,43892,-0.905195404
36047044500,18,680,0.130724396,42198,8406,-0.728757397
36047044600,6,274,0.291956306,58977,16880,-2.550381557
36047044700,2,385,0.105263158,51333,12419,1.134202547
36047044800,5,368,0.336842105,54474,16880,-0.514266799
36047044900,2,472,0.18916734,39375,138709,0.099859959
36047045000,5,165,0.413043478,78438,16880,-2.659534405
36047045200,3,530,0.404438964,65595,43892,-2.550251337
36047045300,4,206,0.025096525,51100,13867,2.835950074
36047045400,9,410,0.299703264,45455,32218,-2.004211087
36047045600,11,452,0.345766129,40068,32218,-0.881160991
36047045800,6,357,0.374798061,67674,43892,-2.57590794
36047046000,15,646,0.40704501,49517,43892,-2.101669437
36047046201,1,466,0.213459516,37813,18192,1.173043269
36047046202,6,411,0.20617284,55588,18192,-3.241277912
36047046400,6,950,0.460338101,47266,18192,-2.411747414
36047046800,3,666,0.464471404,28274,10646,-2.48014174
36047047000,7,859,0.351612903,43529,10646,-2.394677597
36047047200,3,968,0.31381733,52034,10646,-2.776785417
36047047400,10,830,0.369649805,57895,10953,-3.013496988
36047047600,11,1035,0.317340067,47477,10953,-1.984480004
36047047700,5,125,0.125140502,81659,145592,0.744631986
36047047800,12,1334,0.159379408,28477,8825,-0.440214037
36047048000,5,946,0.360764755,41042,18192,-0.800879678
36047048100,1,190,0.166779661,72891,16816,2.818984514
36047048200,24,839,0.290987536,30728,43892,-0.273999661
36047048400,12,1386,0.32078853,36939,43892,-1.687795582
36047048500,10,162,0.064586995,79259,19325,0.62824388
36047048600,7,803,0.214183381,33833,14638,-2.466612482
36047048800,4,898,0.192779292,45108,14638,-1.313408656
36047048900,3,874,0.117357002,20943,24573,0.551361354
36047049000,30,995,0.192234488,34306,43892,-0.178726849
36047049100,12,972,0.155357143,33739,11637,1.526260633
36047049200,11,614,0.269928966,43350,20681,-1.249694438
36047049300,16,1142,0.091717621,32508,19565,0.761348216
36047049400,12,757,0.233182006,47441,43892,-0.945268881
36047049500,10,182,0.111046848,65500,16816,1.441235103
36047049600,9,713,0.169732002,64009,14638,-1.098238228
36047049700,3,103,0.089990375,75694,145592,2.129621176
36047049800,0,648,0.224290368,51795,27531,-1.343025727
36047049900,3,103,0.177344475,77868,37662,0.729875797
36047050000,2,409,0.166666667,75496,105184,0.427800292
36047050100,1,154,0.10045895,73155,145592,2.132036156
36047050202,0,240,0.162790698,75875,6574,0.280085066
36047050300,2,202,0.125414731,67610,16413,0.894616792
36047050400,6,550,0.177679883,86719,67978,-0.216574882
36047050500,7,509,0.149758454,25775,9274,0.279107665
36047050600,14,1038,0.164389411,44271,14194,1.114008079
36047050700,20,782,0.160683761,31458,11637,-0.607476521
36047050801,29,721,0.094882729,42024,23221,1.008663908
36047050803,3,360,0.151284491,41585,23221,2.28311223
36047050804,24,1022,0.129257908,50200,21017,0.169583734
36047050900,16,1527,0.261445783,30625,11637,-2.416729753
36047051001,8,703,0.125,44538,22957,-0.764311001
36047051002,13,812,0.099579243,43702,22957,0.012332182
36047051100,5,451,0.106277533,31369,9298,1.544077345
36047051200,11,1161,0.095144357,37400,14194,0.628484823
36047051300,8,374,0.082562521,66599,145592,1.339939762
36047051400,18,1225,0.215854823,45712,22957,0.111417752
36047051500,5,67,0.150684932,91875,10014,0.880031389
36047051601,17,1075,0.199054374,31062,22957,-0.655188577
36047051602,9,719,0.220762155,38802,22957,1.850353734
36047051700,0,68,0.102929533,95714,9355,2.103958071
36047051800,18,445,0.219620959,66515,19752,0.555198447
36047051900,3,188,0.07470182,84739,9876,2.998220953
36047052000,4,712,0.115267947,51544,16524,-1.709430847
36047052300,21,650,0.06583573,45000,83933,0.303062798
36047052500,15,736,0.179376083,17189,83933,0.237400173
36047052600,10,657,0.140409528,59278,10682,-0.162966753
36047052700,7,1044,0.08603619,27829,116050,0.602413974
36047052800,1,336,0.301217039,81438,5150,-1.704396567
36047052900,13,949,0.240282686,31685,116050,-1.934440577
36047053000,5,687,0.279792746,40833,5464,-0.469830355
36047053100,19,2510,0.276790249,35750,13583,-2.459047305
36047053200,7,421,0.382716049,57692,15642,-0.847303242
36047053300,13,1639,0.143377886,21633,116050,-1.999464783
36047053400,14,930,0.19150641,23832,15642,0.693301105
36047053500,26,1163,0.146558704,20441,13583,-0.904953204
36047053700,22,1221,0.245530393,23207,116050,-3.680416463
36047053800,9,585,0.464306785,26571,13241,2.478204106
36047053900,6,734,0.222820237,23125,9378,-2.480498773
36047054200,3,858,0.288798133,39615,11257,-0.690080332
36047054400,1,558,0.329073482,58145,17753,-0.369149512
36047054500,5,2443,0.258472142,15588,9378,-0.448281268
36047054600,14,565,0.336443469,36731,21062,1.09750162
36047054700,13,1462,0.126315789,39830,9378,0.463484784
36047054800,8,384,0.42183908,61742,21062,-2.224760409
36047054900,5,537,0.12287234,62196,84543,1.433901147
36047055000,12,538,0.258715596,43975,44657,2.244676952
36047055100,2,430,0.099610642,62295,9378,0.885420666
36047055200,11,498,0.156950673,39178,17753,0.473143482
36047055300,0,138,0.074673629,74559,9355,2.998728231
36047055400,6,574,0.241340782,50317,17753,1.593509765
36047055500,0,148,0.109866169,107539,9378,4.038511325
36047055600,9,705,0.391247551,49456,6559,-0.766398791
36047055700,1,59,0.112903226,85956,9378,2.455869622
36047055800,6,384,0.348691099,53506,8719,-0.67645852
36047056000,4,499,0.277036048,47317,44657,-0.553281976
36047056100,5,253,0.124043716,78514,10014,2.420764972
36047056200,4,346,0.504201681,69167,13600,-4.240961226
36047056300,1,324,0.080541965,53807,10014,1.887483054
36047056400,13,349,0.440178571,71399,18501,-3.047117587
36047056500,1,201,0.163078333,79851,12132,1.79300375
36047056600,4,313,0.390283401,56438,18501,-1.277634951
36047056800,1,185,0.402906209,82292,11823,-0.940158751
36047056900,5,99,0.084388186,71603,10014,3.556429942
36047057000,9,323,0.35060241,62653,19884,-2.181622638
36047057100,3,296,0.108085809,60750,37662,1.225728386
36047057200,12,1211,0.157807309,19933,13422,0.353827165
36047057300,3,206,0.15018315,60781,37662,1.496766612
36047057400,0,385,0.4351407,90263,10892,-3.118652574
36047057500,1,314,0.168088737,63026,37662,3.651842549
36047057600,2,403,0.296072508,63980,13600,-2.279123203
36047057800,7,552,0.193328279,40577,44657,-1.54890947
36047057900,2,150,0.221223022,47143,33250,3.319542477
36047058000,12,541,0.252618608,39311,11175,-1.35665665
36047058200,3,553,0.162608696,40046,11175,0.209729506
36047058400,5,463,0.332394366,55786,6037,0.296079232
36047058600,3,387,0.26611418,53636,3470,-1.532569762
36047058800,3,342,0.347362514,67833,13228,-1.194607736
36047058900,1,149,0.143341815,83750,13103,0.032936265
36047059000,8,319,0.357763975,49063,13228,-1.5099179
36047059100,2,300,0.178918709,66693,13103,1.736144387
36047059200,3,460,0.309619238,54067,13228,-2.269999923
36047059300,2,209,0.178707224,62708,13103,2.12398423
36047059401,18,988,0.358657803,47593,21730,-1.091026149
36047059402,13,480,0.357890148,68750,13422,-1.320644175
36047059600,2,202,0.355578728,66172,13422,-2.379390006
36047059800,5,503,0.385170604,65637,24367,-2.176480353
36047060000,4,663,0.379423568,50433,21730,0.156005039
36047060600,5,253,0.22407045,26296,14216,-0.338501076
36047060800,6,397,0.319607843,55400,141260,3.339115163
36047061002,0,442,0.387610619,61080,6773,-0.456892345
36047061003,1,373,0.214854111,46217,22467,0.066394761
36047061004,3,595,0.349887133,21220,12341,2.286900018
36047061200,0,164,0.625377644,67813,14205,-0.232750388
36047061600,5,195,0.453996983,89063,14205,-2.157548428
36047062000,1,272,0.552291422,95909,14205,-2.595587785
36047062200,1,311,0.47094536,52036,159664,2.359228601
36047062600,9,357,0.525100402,41667,19884,-1.186877629
36047062800,4,815,0.665442676,65313,19884,-4.113212124
36047063200,1,152,0.49009901,53094,21395,-1.023815559
36047063600,1,195,0.584415584,91136,6425,-4.339574381
36047063800,7,170,0.350344828,72527,11823,-2.102162929
36047064000,0,295,0.588744589,90833,13230,-4.336109919
36047064200,12,429,0.445219124,60863,19343,-0.426004498
36047064400,10,551,0.50203749,90714,13230,-1.723086117
36047064600,3,483,0.509615385,79926,9222,-4.443785734
36047064800,1,398,0.445255474,62232,9222,-3.305847217
36047065000,5,196,0.541558442,66076,25533,-3.651630915
36047065200,7,219,0.538043478,97000,25533,-3.6086274
36047065400,1,288,0.637065637,91667,6425,-5.144741096
36047065600,4,291,0.63483871,92882,6425,-5.696459642
36047065800,2,249,0.530653266,75417,21395,-3.850628664
36047066000,1,285,0.552927928,80278,21395,-3.418647789
36047066200,6,205,0.530788177,85066,21395,-3.740893505
36047067000,7,452,0.484675695,62045,34545,-2.277902963
36047067200,11,281,0.407651715,61840,25533,-4.414230165
36047067400,2,311,0.381725888,72143,25533,-2.995316769
36047067600,4,274,0.311459354,70708,17048,-3.457734225
36047067800,2,417,0.492458522,79673,17048,-1.435163759
36047068000,2,368,0.412658228,66000,16187,-3.741226411
36047068200,3,428,0.449097938,79199,16187,-3.666621715
36047068600,3,219,0.431746032,48542,24863,0.135689576
36047068800,2,261,0.512195122,86563,11415,-3.450540808
36047069000,4,315,0.507028112,76250,23112,-4.521661534
36047069200,6,424,0.573312645,83261,23112,-3.959004762
36047069601,5,716,0.477368739,48971,26570,-0.947744297
36047069602,9,1074,0.695188892,93281,23112,-2.432907653
36047069800,9,215,0.649782923,67391,44727,-3.508765361
36047070000,1,272,0.514538559,58971,11621,-3.573926701
36047070201,2,1040,0.763157895,52083,11621,-2.005248774
36047070600,2,353,0.720744681,85069,166952,-4.525474168
36047072000,2,445,0.43315508,64286,20990,-3.345692967
36047072200,16,362,0.274252371,60333,21254,-3.436184632
36047072400,6,252,0.411255411,81818,25785,-2.413581156
36047072600,12,302,0.486512524,79183,18234,-4.87339068
36047072800,4,407,0.346274921,51991,21254,-1.435669731
36047073000,4,263,0.397966594,84583,21254,-4.006464387
36047073200,1,302,0.383011583,71016,18234,-1.860358746
36047073400,4,316,0.494773519,76971,7378,-4.884593029
36047073600,4,608,0.341991342,42264,31489,-0.916951689
36047073800,11,644,0.478450968,60859,31489,-2.924987894
36047074000,6,688,0.354142357,52669,26228,-2.475882475
36047074200,12,813,0.359204618,75727,26228,-3.974615775
36047074400,7,794,0.65936255,98269,20717,-4.515007464
36047074600,5,435,0.502883506,82188,20717,-2.814566781
36047074800,10,523,0.512931034,54219,13241,-1.952199786
36047075000,4,720,0.44106814,51912,13230,-1.330401774
36047075200,2,279,0.77170418,72679,12501,-5.395717914
36047075400,1,363,0.552459016,93472,13241,-4.259925425
36047075600,6,461,0.428053204,66090,19343,-2.712732549
36047075800,1,376,0.432242991,83015,20463,-3.009758174
36047076000,1,488,0.338354577,45288,20463,-0.267713209
36047076200,5,741,0.22591857,47519,25206,-0.832346536
36047076400,8,566,0.219484241,50773,19752,-1.236541596
36047076600,3,359,0.260869565,57773,19752,-0.752593929
36047076800,14,701,0.410714286,51875,13241,-1.364594793
36047077000,8,387,0.254355401,55264,20576,-0.923041663
36047077200,18,618,0.405034325,56786,25206,-1.15972519
36047077400,8,486,0.271532847,50463,29200,-0.14369405
36047077600,5,555,0.20055325,57375,26228,-1.557401042
36047078000,3,355,0.520424837,80996,12542,-4.615323938
36047078200,2,642,0.384193194,48807,12144,-1.810556646
36047078400,6,379,0.46031746,89688,12144,-2.756713971
36047078600,37,631,0.26507177,40378,29200,-0.003282238
36047078800,16,655,0.188638019,40202,29200,-0.919905675
36047079000,15,891,0.207756233,41096,22957,-0.3423665
36047079200,12,862,0.138051857,33932,22957,0.601054458
36047079400,28,363,0.202898551,35082,22957,0.884163351
36047079601,7,633,0.115765766,44138,24242,1.347772991
36047079602,4,777,0.289511841,38243,23221,1.884002211
36047079801,0,368,0.2133606,52042,24242,0.213977014
36047079802,16,723,0.149099272,50917,24242,0.779126652
36047080000,5,531,0.144918821,51520,14921,-0.949520342
36047080200,18,714,0.157314149,42652,14921,0.066579977
36047080400,20,526,0.120903132,32978,14015,2.793061843
36047080600,8,634,0.156808803,41167,12144,-1.473164079
36047081000,13,366,0.162547529,48239,12144,1.745510788
36047081400,23,405,0.225866917,40993,19122,-1.169934421
36047081600,5,500,0.151741294,45573,19122,-0.445346683
36047081800,16,682,0.183537832,45556,19122,1.661086707
36047082000,16,928,0.129317607,42458,19122,0.772120868
36047082200,17,1084,0.105365854,39606,19122,0.923034979
36047082400,18,814,0.274711947,40938,13227,1.797492096
36047082600,10,935,0.201593999,37708,12144,-0.636701471
36047082800,9,650,0.153067302,51050,11825,0.22146367
36047083000,26,1084,0.197493121,47403,12144,-1.024082138
36047083200,2,365,0.372465315,63000,11825,-2.148114447
36047083400,4,236,0.267206478,75819,11825,-3.175549955
36047083600,8,299,0.35778781,54286,11305,-1.652216143
36047083800,2,306,0.376237624,77667,11825,-4.661920186
36047084000,13,350,0.255769231,52804,20221,-3.27657854
36047084600,10,276,0.324858757,57125,25785,-0.903625638
36047084800,5,265,0.332857143,51923,20221,-3.167052047
36047085000,7,195,0.307692308,64831,20221,-3.92583802
36047085400,5,336,0.343713956,40481,12144,-0.472302359
36047085600,18,570,0.239285714,51875,13227,0.432345664
36047085800,6,401,0.2723449,47670,13227,0.573716372
36047086000,32,633,0.30199852,40963,20221,-1.529803247
36047086200,5,518,0.239676113,40385,20221,-0.352627313
36047086400,10,393,0.376257545,62798,29409,-2.496034877
36047086600,10,492,0.296769346,42179,19122,0.678556155
36047086800,15,562,0.178472222,40732,20221,1.741272714
36047087000,8,510,0.271312083,35606,19122,-1.059096703
36047087200,1,440,0.266063348,38604,19122,-0.737947161
36047087401,30,437,0.235679214,25727,12076,1.18777864
36047087600,16,337,0.295454545,39784,12076,-0.010947217
36047087800,11,423,0.203583062,44375,19728,-0.285078194
36047088000,10,481,0.285427807,55085,19728,-2.155108175
36047088200,12,1226,0.277224436,45072,16612,0.806401134
36047088400,18,1004,0.238942308,37446,12076,0.30665969
36047088600,22,723,0.26893717,37420,23862,0.788949863
36047088800,21,720,0.180826636,39049,29409,0.019844864
36047089000,33,1096,0.209546926,29000,21792,2.088905845
36047089200,37,700,0.102493075,22293,23862,1.277403338
36047089400,5,665,0.282697548,41908,7812,-0.443967428
36047089600,12,710,0.107682206,34535,9329,3.154044512
36047089800,16,429,0.273301738,39028,1181,-0.011734299
36047090000,35,1270,0.160427807,28154,23862,-0.986493734
36047090200,11,790,0.385253456,46987,12134,-0.022227708
36047090600,22,1211,0.184938036,18768,12134,-0.156639853
36047090800,18,981,0.050413223,13235,12134,3.918089841
36047091000,21,1282,0.079338843,11761,11648,0.417155346
36047091200,11,1738,0.213296399,19427,12129,-0.377625515
36047091600,23,922,0.181942544,27639,12129,0.023057364
36047091800,15,586,0.240246407,31447,12129,-1.427013656
36047092000,28,751,0.235185185,33210,11648,-1.593250697
36047092200,22,483,0.240432612,44375,44959,0.840521749
36047092400,39,666,0.322301024,37991,12134,-0.364664461
36047092800,5,437,0.37945319,50788,44959,-1.053255603
36047093000,8,357,0.388449367,58289,20735,-1.72854884
36047093200,4,160,0.490909091,77750,25785,-3.432795851
36047093400,8,309,0.324894515,52379,26570,-1.688800755
36047093600,16,291,0.414662085,78063,26570,-2.340315485
36047093800,3,386,0.301327886,32868,25785,1.150971154
36047094401,6,544,0.34765625,59620,26570,-2.74242606
36047094402,8,660,0.244613435,27650,26570,1.71708398
36047094600,17,272,0.439241918,61750,26570,-0.984096394
36047095000,9,449,0.463931171,73750,26570,-4.010639801
36047095400,8,800,0.395487441,64143,15659,-3.006134923
36047095600,21,727,0.313654799,65944,20990,-2.695983553
36047095800,4,637,0.370702541,70378,15659,-3.585173389
36047096200,5,309,0.372197309,67063,20735,-1.298538993
36047096400,17,409,0.497334349,51563,20735,-2.384942201
36047096600,6,395,0.446085672,74345,27322,-2.892483172
36047096800,9,283,0.365051903,59417,14627,-3.638442316
36047097000,6,353,0.473360656,75781,16593,-1.365792046
36047097400,16,446,0.367713004,65339,14627,-2.231194013
36047098200,13,1031,0.137138621,21156,8372,-1.02621614
36047098400,3,372,0.434020619,82625,25692,-1.863060267
36047098600,6,455,0.371900826,66633,25692,-3.83678879
36047098800,7,455,0.355571848,53854,27322,-0.634968368
